Wordform_GS2	Lemma_GS2	POS_GS2	Gram_GS2
новый	новый	ADJ	nom,pos,masc,sing
механизм	механизм	NOUN	inan,nom,masc,sing
государственно-частного	государственно-частный	ADJ	gen,pos,neut,sing
партнерства	партнерство	NOUN	inan,gen,neut,sing
.	.	PUNCT	
Заставить	заставить	VERB	perf,inf,act
все	весь	DET	acc,neut,sing
это	это	PRON	inan,acc,neut,sing
работать	работать	VERB	imp,inf,act
на	на	ADP	
медном	медный	ADJ	loc,pos,masc,sing
кабеле	кабель	NOUN	inan,loc,masc,sing
окажется	оказаться	VERB	perf,ind,sing,3,fut,fin,mid
еще	еще	ADV	pos
труднее	трудный	ADJ	cmp
,	,	PUNCT	
чем	чем	SCONJ	
раньше	раньше	ADV	pos
,	,	PUNCT	
но	но	CCONJ	
и	и	PART	
говорить	говорить	VERB	imp,inf,act
о	о	ADP	
невозможности	невозможность	NOUN	inan,loc,fem,sing
получения	получение	NOUN	inan,gen,neut,sing
подобных	подобный	ADJ	gen,pos,plur
решений	решение	NOUN	inan,gen,neut,plur
пока	пока	ADV	pos
преждевременно	преждевременный	ADV	pos
,	,	PUNCT	
поскольку	поскольку	SCONJ	
технологии	технология	NOUN	inan,nom,fem,plur
совершенствуются	совершенствовать	VERB	imp,ind,plur,3,pres,fin,pass
непрерывно	непрерывно	ADV	pos
.	.	PUNCT	
Вследствие	вследствие	NOUN	inan,nom,neut,sing
своей	свой	DET	gen,fem,sing
важности	важность	NOUN	inan,gen,fem,sing
деятельность	деятельность	NOUN	inan,nom,fem,sing
метрополитена	метрополитен	NOUN	inan,nom,fem,sing
жестко	жестко	ADV	pos
регламентирована	регламентировать	VERB	perf,fem,sing,past,short,part,pass
российским	российский	ADJ	ins,pos,neut,sing
законодательством	законодательство	NOUN	inan,ins,neut,sing
.	.	PUNCT	
Она	она	PRON	nom,fem,sing,3
была	быть	AUX	imp,fem,ind,sing,past,fin,act
представлена	представить	VERB	perf,fem,sing,past,short,part,pass
как	как	SCONJ	
оптимальное	оптимальный	ADJ	acc,pos,neut,sing
решение	решение	NOUN	inan,acc,neut,sing
для	для	ADP	
небольших	небольшой	ADJ	gen,pos,plur
центров	центр	NOUN	inan,gen,masc,plur
обработки	обработка	NOUN	inan,gen,fem,sing
данных	данные	NOUN	inan,gen,plur
либо	либо	CCONJ	
как	как	SCONJ	
дополнение	дополнение	NOUN	inan,nom,neut,sing
к	к	ADP	
уже	уже	ADV	pos
существующей	существовать	VERB	imp,dat,fem,sing,pres,part,act
системе	система	NOUN	inan,dat,fem,sing
охлаждения	охлаждение	NOUN	inan,gen,neut,sing
,	,	PUNCT	
не	не	PART	
изменяющее	изменять	VERB	imp,nom,neut,sing,pres,part,act
инфраструктуру	инфраструктура	NOUN	inan,acc,fem,sing
.	.	PUNCT	
По	по	ADP	
словам	слово	NOUN	inan,dat,neut,plur
Кеоуэна	Кеоуэн	PROPN	anim,gen,masc,sing
,	,	PUNCT	
производители	производитель	NOUN	anim,nom,masc,plur
начнут	начать	VERB	perf,ind,plur,3,fut,fin,act
продавать	продавать	VERB	imp,inf,act
телевизоры	телевизор	NOUN	inan,acc,masc,plur
и	и	CCONJ	
телекоммуникационные	телекоммуникационный	ADJ	inan,acc,pos,plur
устройства	устройство	NOUN	inan,acc,neut,plur
с	с	ADP	
поддержкой	поддержка	NOUN	inan,ins,fem,sing
технологии	технология	NOUN	inan,gen,fem,sing
UWB	UWB	PROPN	yes
уже	уже	ADV	pos
в	в	ADP	
текущем	текущий	ADJ	loc,pos,masc,sing
году	год	NOUN	inan,loc,masc,sing
.	.	PUNCT	
При	при	ADP	
этом	это	PRON	inan,loc,neut,sing
мы	мы	PRON	nom,plur,1
-	-	PUNCT	
глобальная	глобальный	ADJ	nom,pos,fem,sing
компания	компания	NOUN	inan,nom,fem,sing
со	с	ADP	
штаб-квартирой	штаб-квартира	NOUN	inan,ins,fem,sing
в	в	ADP	
США	США	PROPN	inan,loc,plur
.	.	PUNCT	
На	на	ADP	
глобальном	глобальный	ADJ	loc,pos,masc,sing
уровне	уровень	NOUN	inan,loc,masc,sing
HP	HP	PROPN	yes
блестяще	блестяще	ADV	pos
справляется	справляться	VERB	imp,ind,sing,3,pres,fin,mid
со	с	ADP	
снижением	снижение	NOUN	inan,ins,neut,sing
операционных	операционный	ADJ	gen,pos,plur
расходов	расход	NOUN	inan,gen,masc,plur
:	:	PUNCT	
на	на	ADP	
ИТ	ИТ	PROPN	inan,nom,neut,sing
,	,	PUNCT	
помещения	помещение	NOUN	inan,nom,neut,plur
,	,	PUNCT	
управление	управление	NOUN	inan,nom,neut,sing
.	.	PUNCT	
Кроме	кроме	ADP	
того	то	PRON	inan,gen,neut,sing
,	,	PUNCT	
на	на	ADP	
первую	первый	ADJ	acc,pos,fem,sing
половину	половина	NOUN	inan,acc,fem,sing
2007	2007	NUM	
года	год	NOUN	inan,gen,masc,sing
дополнительно	дополнительно	ADV	pos
запланировано	планировать	VERB	perf,neut,sing,past,short,part,pass
получение	получение	NOUN	inan,nom,neut,sing
специализации	специализация	NOUN	inan,gen,fem,sing
Advanced	Advanced	PROPN	yes
Routing	Routing	PROPN	yes
and	and	X	yes
Switching	Switching	PROPN	yes
и	и	CCONJ	
обновление	обновление	NOUN	inan,nom,neut,sing
VPN	VPN	PROPN	yes
Security	Security	PROPN	yes
Specialization	Specialization	PROPN	yes
до	до	ADP	
новой	новый	ADJ	gen,pos,fem,sing
специализации	специализация	NOUN	inan,gen,fem,sing
Advanced	Advanced	PROPN	yes
Security	Security	PROPN	yes
,	,	PUNCT	
что	что	PRON	nom
будет	быть	AUX	imp,ind,sing,3,pres,fin,act
соответствовать	соответствовать	VERB	imp,inf,act
уровню	уровень	NOUN	inan,dat,masc,sing
требований	требование	NOUN	inan,gen,neut,plur
,	,	PUNCT	
предъявляемых	предъявлять	VERB	imp,gen,plur,pres,part,pass
к	к	ADP	
"	"	PUNCT	
Золотым	золотой	ADJ	dat,pos,plur
"	"	PUNCT	
партнерам	партнер	NOUN	inan,dat,masc,plur
Cisco	Cisco	PROPN	yes
Systems	Systems	PROPN	yes
.	.	PUNCT	
Полиция	полиция	NOUN	inan,nom,fem,sing
сообщила	сообщить	VERB	perf,fem,ind,sing,past,fin,act
,	,	PUNCT	
что	что	SCONJ	
самоубийца	самоубийца	NOUN	anim,nom,masc,sing
тяжело	тяжело	ADV	pos
ранен	ранить	VERB	imp,masc,sing,past,short,part,pass
,	,	PUNCT	
а	а	CCONJ	
его	его	PRON	gen,masc,sing,3
сосед	сосед	NOUN	anim,nom,masc,sing
по	по	ADP	
этажу	этаж	NOUN	inan,dat,masc,sing
погиб	погибнуть	VERB	perf,masc,ind,sing,past,fin,act
в	в	ADP	
огне	огонь	NOUN	inan,loc,masc,sing
.	.	PUNCT	
Таким	такой	DET	ins,masc,sing
образом	образ	NOUN	inan,ins,masc,sing
,	,	PUNCT	
угрозы	угроза	NOUN	inan,nom,fem,plur
,	,	PUNCT	
нависшей	нависша	VERB	perf,loc,fem,sing,past,part,act
над	над	ADP	
знаменитым	знаменитый	ADJ	ins,pos,neut,sing
дворцом	дворц	NOUN	inan,ins,neut,sing
Цвингер	Цвингер	PROPN	anim,nom,fem,sing
,	,	PUNCT	
в	в	ADP	
котором	который	PRON	loc
расположена	расположенный	ADJ	pos,fem,sing,short
Дрезденская	дрезденский	ADJ	nom,pos,fem,sing
картинная	картинный	ADJ	nom,pos,fem,sing
галерея	галерея	NOUN	inan,nom,fem,sing
,	,	PUNCT	
больше	больше	ADV	cmp
не	не	PART	
существует	существовать	VERB	imp,ind,sing,3,pres,fin,act
.	.	PUNCT	
На	на	ADP	
севере	север	NOUN	inan,loc,masc,sing
сектора	сектор	NOUN	inan,gen,masc,sing
Газа	газ	PROPN	inan,nom,fem,sing
проходит	проходить	VERB	imp,ind,sing,3,pres,fin,act
ожесточенная	ожесточенный	ADJ	nom,pos,fem,sing
перестрелка	перестрелка	NOUN	inan,nom,fem,sing
между	между	ADP	
израильскими	израильский	ADJ	ins,pos,plur
военнослужащими	военнослужащий	NOUN	anim,ins,masc,plur
и	и	CCONJ	
палестинцами	палестинец	NOUN	anim,ins,masc,plur
2002	2002	NUM	
/	/	PUNCT	
08	08	NUM	
/	/	PUNCT	
11	11	NUM	
/	/	PUNCT	
На	на	ADP	
севере	север	NOUN	inan,loc,masc,sing
сектора	сектор	NOUN	inan,gen,masc,sing
Газа	газ	PROPN	inan,gen,masc,sing
,	,	PUNCT	
вблизи	вблизи	ADP	
еврейского	еврейский	ADJ	gen,pos,neut,sing
поселения	поселение	NOUN	inan,gen,neut,sing
Дугид	Дугид	PROPN	anim,nom,masc,sing
,	,	PUNCT	
в	в	ADP	
настоящее	настоящий	ADJ	inan,acc,pos,neut,sing
время	время	NOUN	inan,acc,neut,sing
проходит	проходить	VERB	imp,ind,sing,3,pres,fin,act
ожесточенная	ожесточить	ADJ	nom,pos,fem,sing
перестрелка	перестрелка	NOUN	inan,nom,fem,sing
между	между	ADP	
израильскими	израильский	ADJ	ins,pos,plur
военнослужащими	военнослужащий	NOUN	anim,ins,masc,plur
и	и	CCONJ	
палестинцами	палестинец	NOUN	anim,ins,masc,plur
.	.	PUNCT	
Склады	склад	NOUN	inan,nom,masc,plur
крупнейшей	крупный	ADJ	gen,sup,fem,sing
в	в	ADP	
Благовещенске	Благовещенск	PROPN	inan,loc,masc,sing
торговой	торговый	ADJ	gen,pos,fem,sing
сети	сеть	NOUN	inan,gen,fem,sing
"	"	PUNCT	
Домострой	Домостра	NOUN	inan,nom,masc,sing
"	"	PUNCT	
почти	почти	ADV	pos
полностью	полностью	ADV	pos
сгорели	сгореть	VERB	perf,ind,plur,past,fin,act
в	в	ADP	
субботу	суббота	NOUN	inan,acc,fem,sing
.	.	PUNCT	
Президентом	президент	NOUN	inan,ins,masc,sing
может	мочь	VERB	imp,ind,sing,3,pres,fin,act
быть	быть	AUX	imp,inf,act
избран	избрать	VERB	perf,masc,sing,past,short,part,pass
любой	любой	DET	nom,masc,sing
гражданин	гражданин	NOUN	anim,nom,masc,sing
Нагорно-Карабахской	Нагорно-Карабахский	PROPN	
Республики	Республика	PROPN	inan,gen,fem,sing
,	,	PUNCT	
достигший	достичь	VERB	perf,nom,masc,sing,past,part,act
35	35	NUM	
лет	год	NOUN	inan,gen,masc,plur
,	,	PUNCT	
обладающий	обладать	VERB	imp,nom,masc,sing,pres,part,act
избирательным	избирательный	ADJ	ins,pos,neut,sing
правом	право	NOUN	inan,ins,neut,sing
и	и	CCONJ	
постоянно	постоянно	ADV	pos
или	или	CCONJ	
преимущественно	преимущественно	ADV	pos
проживающий	проживать	VERB	imp,nom,masc,sing,pres,part,act
в	в	ADP	
НКР	НКР	PROPN	inan,acc,masc,sing
в	в	ADP	
течение	течение	NOUN	inan,acc,neut,sing
последних	последний	ADJ	gen,pos,plur
10	10	NUM	
лет	год	NOUN	inan,gen,masc,plur
.	.	PUNCT	
Для	для	ADP	
охраны	охрана	NOUN	inan,gen,fem,sing
задействованы	задействовать	VERB	perf,plur,past,short,part,pass
офицеры	офицер	NOUN	anim,nom,masc,plur
Национальной	национальный	ADJ	gen,pos,fem,sing
гвардии	гвардия	NOUN	inan,gen,fem,sing
,	,	PUNCT	
представители	представитель	NOUN	anim,nom,masc,plur
служб	служба	NOUN	inan,gen,fem,plur
безопасности	безопасность	NOUN	inan,gen,fem,sing
и	и	CCONJ	
ВВС	ВВС	PROPN	inan,gen,fem,plur
США	США	PROPN	inan,gen,plur
.	.	PUNCT	
Индекс	индекс	NOUN	inan,nom,masc,sing
"	"	PUNCT	
Нового	новый	ADJ	gen,pos,masc,sing
рынка	рынок	NOUN	inan,gen,masc,sing
"	"	PUNCT	
сопротивлялся	сопротивляться	VERB	imp,masc,ind,sing,past,fin,mid
больше	больше	ADV	cmp
.	.	PUNCT	
Потоки	поток	NOUN	inan,nom,masc,plur
дождя	дождь	NOUN	inan,gen,masc,sing
обрушились	обрушиться	VERB	perf,ind,plur,past,fin,mid
в	в	ADP	
воскресенье	воскресенье	NOUN	inan,acc,neut,sing
и	и	CCONJ	
на	на	ADP	
Берлин	Берлин	PROPN	inan,acc,masc,sing
,	,	PUNCT	
с	с	ADP	
окружающей	окружать	VERB	imp,ins,fem,sing,pres,part,act
его	он	DET	
землей	земля	NOUN	inan,ins,fem,sing
Бранденбург	Бранденбург	PROPN	inan,nom,masc,sing
,	,	PUNCT	
где	где	ADV	pos
ситуация	ситуация	NOUN	inan,nom,fem,sing
,	,	PUNCT	
конечно	конечно	ADV	pos
,	,	PUNCT	
не	не	PART	
такая	такой	DET	nom,fem,sing
сложная	сложный	ADJ	nom,pos,fem,sing
,	,	PUNCT	
как	как	SCONJ	
в	в	ADP	
других	другой	ADJ	loc,pos,plur
регионах	регион	NOUN	inan,loc,masc,plur
,	,	PUNCT	
однако	однако	ADV	pos
в	в	ADP	
течение	течение	NOUN	inan,acc,neut,sing
сегодняшнего	сегодняшний	ADJ	gen,pos,masc,sing
дня	день	NOUN	inan,gen,masc,sing
и	и	CCONJ	
здесь	здесь	ADV	pos
зарегистрировано	регистрировать	VERB	perf,neut,sing,past,short,part,pass
выпадение	выпадение	NOUN	inan,nom,neut,sing
почти	почти	ADV	pos
50	50	NUM	
литров	литр	NOUN	inan,gen,masc,plur
осадков	осадки	NOUN	inan,gen,masc,plur
на	на	ADP	
1	1	NUM	
кв	квадратный	ADJ	gen,pos,plur
метр	метр	NOUN	inan,gen,fem,plur
площади	площадь	NOUN	inan,gen,fem,sing
.	.	PUNCT	
Точных	точный	ADJ	gen,pos,plur
данных	данные	NOUN	inan,gen,plur
об	о	ADP	
их	их	PRON	gen,plur,3
местонахождении	местонахождение	NOUN	inan,loc,neut,sing
,	,	PUNCT	
за	за	ADP	
исключением	исключение	NOUN	inan,ins,neut,sing
обнаруженной	обнаружить	VERB	perf,dat,fem,sing,past,part,pass
в	в	ADP	
1996	1996	NUM	
году	год	NOUN	inan,loc,masc,sing
"	"	PUNCT	
Ловисы	Ловис	NOUN	inan,nom,masc,plur
-	-	PUNCT	
Ульрики	Ульрика	NOUN	inan,nom,masc,plur
"	"	PUNCT	
,	,	PUNCT	
не	не	PART	
было	быть	VERB	imp,neut,ind,sing,past,fin,act
.	.	PUNCT	
Для	для	ADP	
47	47	NUM	
гостей	гость	NOUN	anim,gen,masc,plur
фестиваля	фестиваль	NOUN	inan,gen,masc,sing
праздник	праздник	NOUN	inan,nom,masc,sing
завершился	завершиться	VERB	perf,masc,ind,sing,past,fin,mid
в	в	ADP	
вытрезвителях	вытрезвитель	NOUN	anim,loc,masc,plur
.	.	PUNCT	
Полиция	полиция	NOUN	inan,nom,fem,sing
считает	считать	VERB	imp,ind,sing,3,pres,fin,act
,	,	PUNCT	
что	что	SCONJ	
"	"	PUNCT	
холд-	холд-	PUNCT	
ап	ап	NOUN	inan,nom,masc,sing
"	"	PUNCT	
совершили	совершить	VERB	perf,ind,plur,past,fin,act
"	"	PUNCT	
гастролеры	гастролер	NOUN	anim,nom,masc,plur
"	"	PUNCT	
,	,	PUNCT	
несколько	несколько	NUM	inan,acc
дней	день	NOUN	inan,gen,masc,plur
наблюдавшие	наблюдать	VERB	imp,nom,plur,past,part,act
за	за	ADP	
супермаркетом	супермаркет	NOUN	inan,ins,masc,sing
и	и	CCONJ	
за	за	ADP	
передвижениями	передвижение	NOUN	inan,ins,neut,plur
его	его	PRON	gen,masc,sing,3
директора	директор	NOUN	anim,gen,masc,sing
.	.	PUNCT	
Этому	этот	DET	dat,neut,sing
преобразованию	преобразование	NOUN	inan,dat,neut,sing
также	также	ADV	pos
препятствует	препятствовать	VERB	imp,ind,sing,3,pres,fin,act
дефицит	дефицит	NOUN	inan,nom,masc,sing
различных	различный	ADJ	gen,pos,plur
витаминов	витамин	NOUN	inan,gen,masc,plur
и	и	CCONJ	
микроэлементов	микроэлемент	NOUN	inan,gen,masc,plur
,	,	PUNCT	
необходимых	необходимый	ADJ	gen,pos,plur
для	для	ADP	
катализирующих	катализируть	NOUN	anim,gen,masc,plur
его	он	PRON	gen,masc,sing,3
ферментов	фермент	NOUN	anim,gen,masc,plur
,	,	PUNCT	
включая	включая	ADV	pos
витамин	витамин	NOUN	inan,acc,masc,sing
B3	B3	PROPN	
(	(	PUNCT	
никотиновая	никотиновый	ADJ	nom,pos,fem,sing
кислота	кислота	NOUN	inan,nom,fem,sing
)	)	PUNCT	
,	,	PUNCT	
B6	B6	PROPN	yes
,	,	PUNCT	
C	C	PROPN	yes
,	,	PUNCT	
биотин	биотина	ADJ	nom,pos,masc,sing
,	,	PUNCT	
цинк	цинк	NOUN	inan,nom,masc,sing
и	и	CCONJ	
магний	магний	NOUN	inan,nom,masc,sing
.	.	PUNCT	
Вызвать	вызвать	VERB	perf,inf,act
ее	она	PRON	acc,fem,sing,3
можно	можно	ADV	pos
с	с	ADP	
помощью	помощь	NOUN	inan,ins,fem,sing
php3_ini.	php3_ini.	PROPN	anim,ins,fem,sing
directive	directive	X	yes
.	.	PUNCT	
Вот	вот	PART	
пример	пример	NOUN	inan,nom,masc,sing
двойной	двойной	ADJ	gen,pos,fem,sing
суммы	сумма	NOUN	inan,gen,fem,sing
из	из	ADP	
девяти	девять	NUM	gen
членов	член	NOUN	anim,gen,masc,plur
,	,	PUNCT	
управляемой	управлять	VERB	imp,gen,fem,sing,pres,part,pass
двумя	два	NUM	ins
индексами	индекс	NOUN	inan,ins,masc,plur
j	j	NOUN	inan,gen,fem,sing
и	и	CCONJ	
к	к	ADP	
:	:	PUNCT	
Обычно	обычно	ADV	pos
правление	правление	NOUN	inan,nom,neut,sing
бывает	бывать	VERB	imp,ind,sing,3,pres,fin,act
из	из	ADP	
девяти	девять	NUM	gen
членов	член	NOUN	anim,gen,masc,plur
.	.	PUNCT	
-	-	PUNCT	
Я	я	PRON	nom,sing,1
пришла	прийти	VERB	perf,fem,ind,sing,past,fin,act
за	за	ADP	
своими	свой	DET	ins,plur
документами	документ	NOUN	inan,ins,masc,plur
,	,	PUNCT	
товарищ	товарищ	NOUN	anim,nom,masc,sing
начальник	начальник	NOUN	anim,nom,masc,sing
,	,	PUNCT	
-	-	PUNCT	
сказала	сказать	VERB	perf,fem,ind,sing,past,fin,act
Ефимова	Ефимова	PROPN	anim,nom,fem,sing
,	,	PUNCT	
отстраняясь	отстраняться	VERB	imp,pres,conv,mid
от	от	ADP	
него	он	PRON	gen,masc,sing,3
.	.	PUNCT	
А	а	CCONJ	
кругом	кругом	ADV	pos
-	-	PUNCT	
-	-	PUNCT	
в	в	ADP	
пиццерии	пиццерия	NOUN	inan,loc,fem,sing
-	-	PUNCT	
-	-	PUNCT	
ели	есть	VERB	imp,ind,plur,past,fin,act
и	и	CCONJ	
жрали	жрать	VERB	imp,ind,plur,past,fin,act
толпы	толпа	NOUN	inan,nom,fem,plur
людей	человек	NOUN	anim,gen,masc,plur
-	-	PUNCT	
-	-	PUNCT	
стоя	стоять	VERB	imp,pres,conv,act
,	,	PUNCT	
сидя	сидеть	VERB	imp,pres,conv,act
,	,	PUNCT	
посреди	посреди	ADP	
узкого	узкий	ADJ	gen,pos,masc,sing
прохода	проход	NOUN	inan,gen,masc,sing
.	.	PUNCT	
И	и	CCONJ	
наконец	наконец	ADV	pos
,	,	PUNCT	
он	он	PRON	nom,masc,sing,3
жалел	жалеть	VERB	imp,masc,ind,sing,past,fin,act
свой	свой	DET	acc,masc,sing
потерянный	потерянный	ADJ	inan,acc,pos,masc,sing
ум	ум	NOUN	inan,acc,masc,sing
,	,	PUNCT	
который	который	PRON	nom
-	-	PUNCT	
-	-	PUNCT	
после	после	ADP	
смерти	смерть	NOUN	inan,gen,fem,sing
-	-	PUNCT	
-	-	PUNCT	
уже	уже	ADV	pos
не	не	PART	
сможет	мочь	VERB	perf,ind,sing,3,fut,fin,act
ни	ни	PART	
о	о	ADP	
чем	что	PRON	loc
думать	думать	VERB	imp,inf,act
.	.	PUNCT	
Либо	либо	CCONJ	
об	о	ADP	
акулах	акула	NOUN	anim,loc,masc,plur
,	,	PUNCT	
что	что	SCONJ	
кому	кто	PRON	dat
понятней	понятный	ADJ	cmp
.	.	PUNCT	
Вода	вода	NOUN	inan,nom,fem,sing
в	в	ADP	
банке	банк	NOUN	inan,loc,masc,sing
начала	начать	VERB	perf,fem,ind,sing,past,fin,act
нагреваться	нагревать	VERB	imp,inf,mid
.	.	PUNCT	
Светлана	Светлана	PROPN	anim,nom,fem,sing
Багатурия	Багатурий	PROPN	anim,nom,fem,sing
подперла	подперть	VERB	perf,fem,ind,sing,past,fin,act
кулачком	кулачок	NOUN	inan,ins,masc,sing
подбородок	подбородок	NOUN	inan,acc,masc,sing
и	и	CCONJ	
даже	даже	PART	
рот	рот	NOUN	inan,acc,masc,sing
открыла	открыть	VERB	perf,fem,ind,sing,past,fin,act
от	от	ADP	
проникновения	проникновение	NOUN	inan,gen,neut,sing
.	.	PUNCT	
А	а	CCONJ	
что	что	PRON	nom
дальше	далее	ADV	pos
?	?	PUNCT	
Но	но	CCONJ	
начлага	начлаг	NOUN	inan,nom,fem,sing
опять	опять	ADV	pos
и	и	CCONJ	
опять	опять	ADV	pos
не	не	PART	
мог	мочь	VERB	imp,masc,ind,sing,past,fin,act
.	.	PUNCT	
А	а	CCONJ	
директор	директор	NOUN	anim,nom,masc,sing
посмеивался	посмеиваться	VERB	imp,masc,ind,sing,past,fin,mid
.	.	PUNCT	
Бывают	бывать	VERB	imp,ind,plur,3,pres,fin,act
же	же	PART	
ужасы	ужас	NOUN	inan,nom,masc,plur
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
У	у	ADP	
меня	я	PRON	gen,sing,1
есть	быть	VERB	imp,ind,sing,3,pres,fin,act
такой	такой	DET	nom,masc,sing
вопрос	вопрос	NOUN	inan,nom,masc,sing
:	:	PUNCT	
платят	платить	VERB	imp,ind,plur,3,pres,fin,act
ли	ли	PART	
в	в	ADP	
июле	июль	NOUN	inan,loc,masc,sing
-	-	PUNCT	
августе	август	VERB	imp,imp,plur,2,fin,act
стипендию	стипендия	NOUN	inan,acc,fem,sing
?	?	PUNCT	
А	а	CCONJ	
это	это	PRON	inan,nom,neut,sing
ссылка	ссылка	NOUN	inan,nom,fem,sing
на	на	ADP	
предварительные	предварительный	ADJ	inan,acc,pos,plur
итоги	итог	NOUN	inan,acc,masc,plur
по	по	ADP	
каждой	каждый	DET	dat,fem,sing
позиции	позиция	NOUN	inan,dat,fem,sing
,	,	PUNCT	
кто	кто	PRON	nom
скока	скока	NUM	gen
голосов	голос	NOUN	inan,gen,masc,plur
набрал	набрать	VERB	perf,masc,ind,sing,past,fin,act
к	к	ADP	
этому	этот	DET	dat,masc,sing
моменту	момент	NOUN	inan,dat,masc,sing
.	.	PUNCT	
http://www.nba.com/news/allstar_031211.html	http://www.nba.com/news/allstar_031211.html	X	yes
Кириленко	Кириленко	PROPN	anim,nom,masc,sing
-	-	PUNCT	
-	-	PUNCT	
в	в	ADP	
основу	основа	NOUN	inan,acc,fem,sing
!	!	PUNCT	
Давайте	давать	VERB	imp,imp,plur,2,fin,act
-	-	PUNCT	
ка	ка	PART	
поразмыслим	размыслить	VERB	perf,ind,plur,1,fut,fin,act
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
Ну	ну	PART	
я	я	PRON	nom,sing,1
бы	бы	AUX	
не	не	PART	
сказал	сказать	VERB	perf,masc,ind,sing,past,fin,act
что	что	SCONJ	
все	все	PRON	inan,nom,neut,sing
таки	таки	PART	
уровень	уровень	NOUN	inan,nom,masc,sing
падает	падать	VERB	imp,ind,sing,3,pres,fin,act
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
.	.	PUNCT	
Как	как	ADV	pos
это	это	PRON	inan,nom,neut,sing
Петрович	Петрович	PROPN	anim,nom,masc,sing
собирается	собираться	VERB	imp,ind,sing,3,pres,fin,mid
строить	строить	VERB	imp,inf,act
игру	игра	NOUN	inan,acc,fem,sing
команды	команда	NOUN	inan,gen,fem,sing
вокруг	вокруг	ADP	
неиграющего	неиграющий	ADJ	gen,pos,masc,sing
Ковенаги	Ковенага	PROPN	anim,gen,masc,sing
?	?	PUNCT	
Созданная	создать	VERB	perf,nom,fem,sing,past,part,pass
в	в	ADP	
процессе	процесс	NOUN	inan,loc,masc,sing
диверсификации	диверсификация	NOUN	inan,gen,fem,sing
бизнеса	бизнес	NOUN	inan,gen,masc,sing
"	"	PUNCT	
ПроСофт	ПроСофт	PROPN	
"	"	PUNCT	
,	,	PUNCT	
эта	этот	DET	nom,fem,sing
компания	компания	NOUN	inan,nom,fem,sing
занимается	заниматься	VERB	imp,ind,sing,3,pres,fin,mid
разработкой	разработка	NOUN	inan,ins,fem,sing
и	и	CCONJ	
производством	производство	NOUN	inan,ins,neut,sing
одноплатных	одноплатный	ADJ	gen,pos,plur
компьютеров	компьютер	NOUN	inan,gen,masc,plur
и	и	CCONJ	
других	другой	ADJ	gen,pos,plur
электронных	электронный	ADJ	gen,pos,plur
блоков	блок	NOUN	inan,gen,masc,plur
,	,	PUNCT	
а	а	CCONJ	
также	также	PART	
разработкой	разработка	NOUN	inan,ins,fem,sing
и	и	CCONJ	
изготовлением	изготовление	NOUN	inan,ins,neut,sing
по	по	ADP	
контракту	контракт	NOUN	inan,dat,masc,sing
электронного	электронный	ADJ	gen,pos,neut,sing
оборудования	оборудование	NOUN	inan,gen,neut,sing
для	для	ADP	
систем	система	NOUN	inan,gen,fem,plur
промышленной	промышленный	ADJ	gen,pos,fem,sing
автоматизации	автоматизация	NOUN	inan,gen,fem,sing
(	(	PUNCT	
доходы	доход	NOUN	inan,nom,masc,plur
от	от	ADP	
этих	этот	DET	gen,plur
видов	вид	NOUN	inan,gen,masc,plur
деятельности	деятельность	NOUN	inan,gen,fem,sing
приблизительно	приблизительно	ADV	pos
одинаковы	одинаковый	ADJ	pos,plur,short
)	)	PUNCT	
.	.	PUNCT	
По	по	ADP	
словам	слово	NOUN	inan,dat,neut,plur
Девида	Девид	PROPN	anim,gen,masc,sing
Ги	га	PROPN	anim,gen,masc,sing
,	,	PUNCT	
вице-президента	вице-президент	NOUN	anim,gen,masc,sing
HP	HP	PROPN	yes
Software	Software	PROPN	yes
по	по	ADP	
маркетингу	маркетинг	NOUN	inan,dat,masc,sing
,	,	PUNCT	
новое	новый	ADJ	nom,pos,neut,sing
подразделение	подразделение	NOUN	inan,nom,neut,sing
,	,	PUNCT	
получившее	получить	VERB	perf,nom,neut,sing,past,part,act
название	название	NOUN	inan,acc,neut,sing
Business	Business	PROPN	yes
Information	Information	PROPN	yes
Optimization	Optimization	PROPN	yes
(	(	PUNCT	
BIO	BIO	PROPN	yes
)	)	PUNCT	
,	,	PUNCT	
будет	быть	AUX	imp,ind,sing,3,pres,fin,act
состоять	состоять	VERB	imp,inf,act
из	из	ADP	
двух	два	NUM	gen
групп	группа	NOUN	inan,gen,fem,plur
.	.	PUNCT	
Основной	основной	ADJ	nom,pos,masc,sing
продукт	продукт	NOUN	inan,nom,masc,sing
компании	компания	NOUN	inan,gen,fem,sing
-	-	PUNCT	
разработчика	разработчик	NOUN	inan,nom,fem,sing
антивирусного	антивирусный	ADJ	gen,pos,masc,sing
ПО	ПО	ADP	
Eset	Eset	PROPN	yes
-	-	PUNCT	
Eset	Eset	PROPN	yes
NOD32	NOD32	PROPN	yes
закуплен	закупить	VERB	perf,masc,sing,past,short,part,pass
для	для	ADP	
парламента	парламент	NOUN	inan,gen,masc,sing
республики	республика	NOUN	inan,gen,fem,sing
Узбекистан	Узбекистан	PROPN	inan,nom,masc,sing
(	(	PUNCT	
Олий	Олий	ADJ	nom,pos,masc,sing
Мажлис	Мажлис	PROPN	inan,nom,masc,sing
