Wordform_GS2	Lemma_GS2	POS_GS2	Gram_GS2
это	этот	ADJF	Apro,Subx,Anph,neut,sing,nomn
работать	работать	INFN	impf,intr
на	на	PREP	
медном	медный	ADJF	Qual,masc,sing,loct
медном	медный	ADJF	Qual,neut,sing,loct
кабеле	кабель	NOUN	inan,masc,sing,loct
окажется	оказаться	VERB	perf,intr,sing,3per,futr,indc
ещё	ещё	PRCL	
ещё	ещё	ADVB	
труднее	трудный	COMP	Qual
,	,	PNCT	
чем	чем	CONJ	
чем	что	NPRO	neut,sing,ablt
чём	что	NPRO	neut,sing,loct
раньше	ранний	COMP	
,	,	PNCT	
но	но	CONJ	
и	и	CONJ	
говорить	говорить	INFN	impf,tran
о	о	PREP	
невозможности	невозможность	NOUN	inan,femn,sing,gent
невозможности	невозможность	NOUN	inan,femn,sing,loct
невозможности	невозможность	NOUN	inan,femn,sing,datv
невозможности	невозможность	NOUN	inan,femn,plur,nomn
невозможности	невозможность	NOUN	inan,femn,plur,accs
получения	получение	NOUN	inan,neut,sing,gent
подобных	подобный	ADJF	Subx,Qual,plur,gent
подобных	подобный	ADJF	Subx,Qual,plur,loct
подобных	подобный	ADJF	Subx,Qual,anim,plur,accs
решений	решение	NOUN	inan,neut,plur,gent
решений	решенье	NOUN	inan,neut,plur,gent
пока	пока	ADVB	
пока	пока	CONJ	
пока	пока	INTJ	
преждевременно	преждевременно	ADVB	
преждевременно	преждевременный	ADJS	neut,sing
,	,	PNCT	
поскольку	поскольку	CONJ	
технологии	технология	NOUN	inan,femn,sing,gent
технологии	технология	NOUN	inan,femn,sing,loct
технологии	технология	NOUN	inan,femn,sing,datv
технологии	технология	NOUN	inan,femn,plur,nomn
технологии	технология	NOUN	inan,femn,plur,accs
совершенствуются	совершенствоваться	VERB	impf,intr,plur,3per,pres,indc
непрерывно	непрерывно	ADVB	
непрерывно	непрерывный	ADJS	Qual,neut,sing
.	.	PNCT	
вследствие	вследствие	PREP	
своей	свой	ADJF	Apro,Anph,femn,sing,gent
своей	свой	ADJF	Apro,Anph,femn,sing,loct
своей	свой	ADJF	Apro,Anph,femn,sing,ablt
своей	свой	ADJF	Apro,Anph,femn,sing,datv
важности	важность	NOUN	inan,femn,sing,gent
важности	важность	NOUN	inan,femn,sing,datv
важности	важность	NOUN	inan,femn,sing,loct
важности	важность	NOUN	inan,femn,plur,nomn
важности	важность	NOUN	inan,femn,plur,accs
деятельность	деятельность	NOUN	inan,femn,sing,accs
деятельность	деятельность	NOUN	inan,femn,sing,nomn
метрополитена	метрополитен	NOUN	inan,masc,sing,gent
жёстко	жёстко	ADVB	
жёстко	жёсткий	ADJS	Qual,neut,sing
регламентирована	регламентировать	PRTS	impf,past,pssv,femn,sing
регламентирована	регламентировать	PRTS	perf,past,pssv,femn,sing
российским	российский	ADJF	plur,datv
российским	российский	ADJF	masc,sing,ablt
российским	российский	ADJF	neut,sing,ablt
законодательством	законодательство	NOUN	inan,neut,sing,ablt
.	.	PNCT	
она	она	NPRO	femn,3per,Anph,sing,nomn
была	быть	VERB	impf,intr,femn,sing,past,indc
представлена	представить	PRTS	perf,past,pssv,femn,sing
как	как	CONJ	
как	как	ADVB	Ques
как	как	PRCL	
оптимальное	оптимальный	ADJF	neut,sing,nomn
оптимальное	оптимальный	ADJF	neut,sing,accs
решение	решение	NOUN	inan,neut,sing,accs
решение	решение	NOUN	inan,neut,sing,nomn
для	для	PREP	
небольших	небольшой	ADJF	plur,gent
небольших	небольшой	ADJF	plur,loct
небольших	небольшой	ADJF	anim,plur,accs
центров	центр	NOUN	inan,masc,plur,gent
обработки	обработка	NOUN	inan,femn,sing,gent
обработки	обработка	NOUN	inan,femn,plur,nomn
обработки	обработка	NOUN	inan,femn,plur,accs
данных	дать	PRTF	perf,tran,past,pssv,plur,gent
данных	дать	PRTF	perf,tran,past,pssv,anim,plur,accs
данных	дать	PRTF	perf,tran,past,pssv,plur,loct
данных	данные	NOUN	inan,GNdr,Pltm,plur,gent
данных	данные	NOUN	inan,GNdr,Pltm,plur,loct
данных	данный	ADJF	Apro,plur,gent
данных	данный	ADJF	Apro,anim,plur,accs
данных	данный	ADJF	Apro,plur,loct
либо	либо	CONJ	
либо	либо	PRCL	
как	как	CONJ	
как	как	ADVB	Ques
как	как	PRCL	
дополнение	дополнение	NOUN	inan,neut,sing,accs
дополнение	дополнение	NOUN	inan,neut,sing,nomn
к	к	PREP	
уже	уже	ADVB	
уже	уже	PRCL	
уже	уж	NOUN	anim,masc,sing,loct
уже	узкий	COMP	Qual
существующей	существующий	ADJF	femn,sing,gent
существующей	существующий	ADJF	femn,sing,datv
существующей	существующий	ADJF	femn,sing,ablt
существующей	существующий	ADJF	femn,sing,loct
существующей	существовать	PRTF	impf,intr,pres,actv,femn,sing,gent
существующей	существовать	PRTF	impf,intr,pres,actv,femn,sing,datv
существующей	существовать	PRTF	impf,intr,pres,actv,femn,sing,ablt
существующей	существовать	PRTF	impf,intr,pres,actv,femn,sing,loct
системе	система	NOUN	inan,femn,sing,loct
системе	система	NOUN	inan,femn,sing,datv
охлаждения	охлаждение	NOUN	inan,neut,sing,gent
охлаждения	охлаждение	NOUN	inan,neut,plur,nomn
охлаждения	охлаждение	NOUN	inan,neut,plur,accs
,	,	PNCT	
не	не	PRCL	
изменяющее	изменять	PRTF	impf,intr,pres,actv,neut,sing,nomn
изменяющее	изменять	PRTF	impf,intr,pres,actv,neut,sing,accs
изменяющее	изменять	PRTF	impf,tran,pres,actv,neut,sing,nomn
изменяющее	изменять	PRTF	impf,tran,pres,actv,neut,sing,accs
инфраструктуру	инфраструктура	NOUN	inan,femn,sing,accs
.	.	PNCT	
по	по	PREP	
словам	слово	NOUN	inan,neut,plur,datv
кеоуэна	кеоуэн	NOUN	anim,masc,Sgtm,Surn,sing,gent
кеоуэна	кеоуэн	NOUN	anim,masc,Sgtm,Surn,sing,accs
,	,	PNCT	
производители	производитель	NOUN	anim,masc,plur,nomn
начнут	начать	VERB	perf,tran,plur,3per,futr,indc
продавать	продавать	INFN	impf,tran
телевизоры	телевизор	NOUN	inan,masc,plur,accs
телевизоры	телевизор	NOUN	inan,masc,plur,nomn
и	и	CONJ	
телекоммуникационные	телекоммуникационный	ADJF	plur,nomn
телекоммуникационные	телекоммуникационный	ADJF	inan,plur,accs
устройства	устройство	NOUN	inan,neut,sing,gent
устройства	устройство	NOUN	inan,neut,plur,nomn
устройства	устройство	NOUN	inan,neut,plur,accs
с	с	PREP	
поддержкой	поддержка	NOUN	inan,femn,sing,ablt
технологии	технология	NOUN	inan,femn,sing,gent
технологии	технология	NOUN	inan,femn,sing,loct
технологии	технология	NOUN	inan,femn,sing,datv
технологии	технология	NOUN	inan,femn,plur,nomn
технологии	технология	NOUN	inan,femn,plur,accs
uwb	uwb	LATN	
уже	уже	ADVB	
уже	уже	PRCL	
уже	уж	NOUN	anim,masc,sing,loct
уже	узкий	COMP	Qual
в	в	PREP	
текущем	текущий	ADJF	masc,sing,loct
текущем	текущий	ADJF	neut,sing,loct
текущем	течь	PRTF	impf,intr,pres,actv,masc,sing,loct
текущем	течь	PRTF	impf,intr,pres,actv,neut,sing,loct
году	год	NOUN	inan,masc,sing,loc2
.	.	PNCT	
при	при	PREP	
этом	это	NPRO	neut,sing,loct
мы	мы	NPRO	1per,plur,nomn
-	-	PNCT	
глобальная	глобальный	ADJF	Qual,femn,sing,nomn
компания	компания	NOUN	inan,femn,sing,nomn
со	с	PREP	Vpre
штаб-квартирой	штаб-квартира	NOUN	inan,femn,sing,ablt
в	в	PREP	
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,gent
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,loct
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,nomn
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,accs
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,ablt
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,datv
.	.	PNCT	
на	на	PREP	
глобальном	глобальный	ADJF	Qual,masc,sing,loct
глобальном	глобальный	ADJF	Qual,neut,sing,loct
уровне	уровень	NOUN	inan,masc,sing,loct
hp	hp	LATN	
блестяще	блестяще	ADVB	
блестяще	блестящий	ADJS	Qual,neut,sing
справляется	справляться	VERB	impf,intr,sing,3per,pres,indc
со	с	PREP	Vpre
снижением	снижение	NOUN	inan,neut,sing,ablt
операционных	операционный	ADJF	plur,gent
операционных	операционный	ADJF	anim,plur,accs
операционных	операционный	ADJF	plur,loct
расходов	расход	NOUN	inan,masc,plur,gent
:	:	PNCT	
на	на	PREP	
ит	ит	NOUN	inan,GNdr,Pltm,Fixd,Abbr,plur,nomn
ит	ит	NOUN	inan,GNdr,Pltm,Fixd,Abbr,plur,gent
ит	ит	NOUN	inan,GNdr,Pltm,Fixd,Abbr,plur,datv
ит	ит	NOUN	inan,GNdr,Pltm,Fixd,Abbr,plur,accs
ит	ит	NOUN	inan,GNdr,Pltm,Fixd,Abbr,plur,ablt
ит	ит	NOUN	inan,GNdr,Pltm,Fixd,Abbr,plur,loct
,	,	PNCT	
помещения	помещение	NOUN	inan,neut,sing,gent
,	,	PNCT	
управление	управление	NOUN	inan,neut,sing,nomn
управление	управление	NOUN	inan,neut,sing,accs
.	.	PNCT	
кроме	кроме	PREP	
того	тот	ADJF	Apro,Subx,Anph,neut,sing,gent
того	тот	ADJF	Apro,Subx,Anph,masc,sing,gent
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,nomn
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,gent
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,datv
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,accs
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,ablt
того	того	NOUN	inan,neut,Sgtm,Fixd,Geox,sing,loct
того	тот	ADJF	Apro,Subx,Anph,anim,masc,sing,accs
,	,	PNCT	
на	на	PREP	
первую	один	ADJF	Anum,femn,sing,accs
половину	половина	NOUN	inan,femn,sing,accs
половину	половина	NOUN	anim,femn,sing,accs
2007	2007	NUMB	intg
года	год	NOUN	inan,masc,sing,gent
дополнительно	дополнительно	ADVB	
дополнительно	дополнительный	ADJS	neut,sing
запланировано	запланировать	PRTS	perf,past,pssv,neut,sing
получение	получение	NOUN	inan,neut,sing,accs
получение	получение	NOUN	inan,neut,sing,nomn
специализации	специализация	NOUN	inan,femn,sing,gent
специализации	специализация	NOUN	inan,femn,sing,datv
специализации	специализация	NOUN	inan,femn,sing,loct
специализации	специализация	NOUN	inan,femn,plur,nomn
специализации	специализация	NOUN	inan,femn,plur,accs
advanced	advanced	LATN	
routing	routing	LATN	
and	and	LATN	
switching	switching	LATN	
и	и	CONJ	
обновление	обновление	NOUN	inan,neut,sing,nomn
обновление	обновление	NOUN	inan,neut,sing,accs
vpn	vpn	LATN	
security	security	LATN	
specialization	specialization	LATN	
до	до	PREP	
новой	новый	ADJF	Qual,femn,sing,gent
новой	новый	ADJF	Qual,femn,sing,loct
новой	новый	ADJF	Qual,femn,sing,ablt
новой	новый	ADJF	Qual,femn,sing,datv
специализации	специализация	NOUN	inan,femn,sing,gent
специализации	специализация	NOUN	inan,femn,sing,datv
специализации	специализация	NOUN	inan,femn,sing,loct
специализации	специализация	NOUN	inan,femn,plur,nomn
специализации	специализация	NOUN	inan,femn,plur,accs
advanced	advanced	LATN	
security	security	LATN	
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
будет	быть	VERB	impf,intr,sing,3per,futr,indc
соответствовать	соответствовать	INFN	impf,intr
уровню	уровень	NOUN	inan,masc,sing,datv
требований	требование	NOUN	inan,neut,plur,gent
,	,	PNCT	
предъявляемых	предъявлять	PRTF	impf,tran,pres,pssv,plur,gent
предъявляемых	предъявлять	PRTF	impf,tran,pres,pssv,anim,plur,accs
предъявляемых	предъявлять	PRTF	impf,tran,pres,pssv,plur,loct
к	к	PREP	
``	``	UNKN	
золотым	золотой	NOUN	inan,masc,sing,ablt
золотым	золотой	NOUN	inan,masc,plur,datv
золотым	золотой	ADJF	masc,sing,ablt
золотым	золотой	ADJF	neut,sing,ablt
золотым	золотой	ADJF	plur,datv
''	''	PNCT	
партнёрам	партнёр	NOUN	anim,masc,plur,datv
cisco	cisco	LATN	
systems	systems	LATN	
.	.	PNCT	
полиция	полиция	NOUN	inan,femn,sing,nomn
сообщила	сообщить	VERB	perf,tran,femn,sing,past,indc
,	,	PNCT	
что	что	CONJ	
что	что	NPRO	neut,sing,accs
что	что	NPRO	neut,sing,nomn
что	что	PRCL	
что	что	ADVB	Ques
самоубийца	самоубийца	NOUN	anim,femn,Ms-f,sing,nomn
тяжело	тяжело	ADVB	Prdx
тяжело	тяжёлый	ADJS	Qual,neut,sing
ранен	раненый	ADJS	masc,sing
ранен	ранить	PRTS	impf,past,pssv,masc,sing
ранен	ранить	PRTS	perf,past,pssv,masc,sing
,	,	PNCT	
а	а	CONJ	
его	он	NPRO	masc,3per,Anph,sing,accs
его	оно	NPRO	neut,3per,Anph,sing,gent
его	оно	NPRO	neut,3per,Anph,sing,accs
его	его	ADJF	Fixd,Apro,Anph,femn,sing,gent
его	его	ADJF	Fixd,Apro,Anph,neut,sing,gent
его	его	ADJF	Fixd,Apro,Anph,plur,nomn
его	его	ADJF	Fixd,Apro,Anph,plur,datv
его	он	NPRO	masc,3per,Anph,sing,gent
его	его	ADJF	Fixd,Apro,Anph,masc,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,masc,sing,gent
его	его	ADJF	Fixd,Apro,Anph,masc,sing,datv
его	его	ADJF	Fixd,Apro,Anph,masc,sing,accs
его	его	ADJF	Fixd,Apro,Anph,masc,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,masc,sing,loct
его	его	ADJF	Fixd,Apro,Anph,femn,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,femn,sing,datv
его	его	ADJF	Fixd,Apro,Anph,femn,sing,accs
его	его	ADJF	Fixd,Apro,Anph,femn,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,femn,sing,loct
его	его	ADJF	Fixd,Apro,Anph,neut,sing,nomn
его	его	ADJF	Fixd,Apro,Anph,neut,sing,datv
его	его	ADJF	Fixd,Apro,Anph,neut,sing,accs
его	его	ADJF	Fixd,Apro,Anph,neut,sing,ablt
его	его	ADJF	Fixd,Apro,Anph,neut,sing,loct
его	его	ADJF	Fixd,Apro,Anph,plur,gent
его	его	ADJF	Fixd,Apro,Anph,plur,accs
его	его	ADJF	Fixd,Apro,Anph,plur,ablt
его	его	ADJF	Fixd,Apro,Anph,plur,loct
сосед	сосед	NOUN	anim,masc,sing,nomn
по	по	PREP	
этажу	этаж	NOUN	inan,masc,sing,datv
погиб	погибнуть	VERB	perf,intr,masc,sing,past,indc
погиб	погиб	NOUN	inan,masc,sing,nomn
погиб	погиб	NOUN	inan,masc,sing,accs
в	в	PREP	
огне	огонь	NOUN	inan,masc,sing,loct
.	.	PNCT	
таким	такой	ADJF	Apro,plur,datv
таким	такой	ADJF	Apro,masc,sing,ablt
таким	такой	ADJF	Apro,neut,sing,ablt
образом	образ	NOUN	inan,masc,sing,ablt
,	,	PNCT	
угрозы	угроза	NOUN	inan,femn,sing,gent
угрозы	угроза	NOUN	inan,femn,plur,nomn
угрозы	угроза	NOUN	inan,femn,plur,accs
,	,	PNCT	
нависшей	нависнуть	PRTF	perf,intr,past,actv,femn,sing,gent
нависшей	нависнуть	PRTF	perf,intr,past,actv,femn,sing,datv
нависшей	нависнуть	PRTF	perf,intr,past,actv,femn,sing,ablt
нависшей	нависнуть	PRTF	perf,intr,past,actv,femn,sing,loct
над	над	PREP	
знаменитым	знаменитый	ADJF	Qual,masc,sing,ablt
знаменитым	знаменитый	ADJF	Qual,neut,sing,ablt
знаменитым	знаменитый	ADJF	Qual,plur,datv
дворцом	дворец	NOUN	inan,masc,sing,ablt
цвингер	цвингера	NOUN	anim,femn,Name,plur,gent
цвингер	цвингера	NOUN	anim,femn,Name,plur,accs
цвингер	цвингер	NOUN	anim,masc,Sgtm,Surn,sing,nomn
цвингер	цвингер	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,nomn
цвингер	цвингер	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,gent
цвингер	цвингер	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,datv
цвингер	цвингер	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,accs
цвингер	цвингер	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,ablt
цвингер	цвингер	NOUN	anim,femn,Sgtm,Fixd,Surn,sing,loct
,	,	PNCT	
в	в	PREP	
котором	который	ADJF	Apro,Subx,Anph,masc,sing,loct
котором	который	ADJF	Apro,Subx,Anph,neut,sing,loct
котором	котор	NOUN	inan,masc,Geox,sing,ablt
расположена	расположить	PRTS	perf,past,pssv,femn,sing
дрезденская	дрезденский	ADJF	femn,sing,nomn
картинная	картинный	ADJF	Qual,femn,sing,nomn
галерея	галерея	NOUN	inan,femn,sing,nomn
,	,	PNCT	
больше	большой	COMP	Qual
больше	больше	ADVB	
не	не	PRCL	
существует	существовать	VERB	impf,intr,sing,3per,pres,indc
.	.	PNCT	
на	на	PREP	
севере	север	NOUN	inan,masc,sing,loct
сектора	сектор	NOUN	inan,masc,sing,gent
сектора	сектор	NOUN	inan,masc,plur,nomn,Infr
сектора	сектор	NOUN	inan,masc,plur,accs,Infr
газа	газа	NOUN	inan,femn,Sgtm,Geox,sing,nomn
газа	газ	NOUN	inan,masc,sing,gent
проходит	проходить	VERB	impf,tran,sing,3per,pres,indc
проходит	проходить	VERB	perf,intr,sing,3per,futr,indc
ожесточённая	ожесточённый	ADJF	Qual,femn,sing,nomn
ожесточённая	ожесточить	PRTF	perf,tran,past,pssv,femn,sing,nomn
перестрелка	перестрелка	NOUN	inan,femn,sing,nomn
между	между	PREP	
израильскими	израильский	ADJF	plur,ablt
военнослужащими	военнослужащий	ADJF	plur,ablt
военнослужащими	военнослужащий	NOUN	anim,masc,plur,ablt
и	и	CONJ	
палестинцами	палестинец	NOUN	anim,masc,plur,ablt
2002/08/11/	2002/08/11/	UNKN	
на	на	PREP	
севере	север	NOUN	inan,masc,sing,loct
сектора	сектор	NOUN	inan,masc,sing,gent
сектора	сектор	NOUN	inan,masc,plur,nomn,Infr
сектора	сектор	NOUN	inan,masc,plur,accs,Infr
газа	газа	NOUN	inan,femn,Sgtm,Geox,sing,nomn
газа	газ	NOUN	inan,masc,sing,gent
,	,	PNCT	
вблизи	вблизи	ADVB	
вблизи	вблизи	PREP	
еврейского	еврейский	ADJF	neut,sing,gent
еврейского	еврейский	ADJF	masc,sing,gent
еврейского	еврейский	ADJF	anim,masc,sing,accs
поселения	поселение	NOUN	inan,neut,sing,gent
поселения	поселение	NOUN	inan,neut,plur,nomn
поселения	поселение	NOUN	inan,neut,plur,accs
дугид	дугид	NOUN	anim,masc,sing,nomn
дугид	дугид	NOUN	inan,masc,sing,nomn
дугид	дугид	NOUN	inan,masc,sing,accs
,	,	PNCT	
в	в	PREP	
настоящее	настоящее	NOUN	inan,neut,sing,accs
настоящее	настоящий	ADJF	neut,sing,nomn
настоящее	настоящий	ADJF	neut,sing,accs
настоящее	настоящий	COMP	
настоящее	настоящее	NOUN	inan,neut,sing,nomn
время	время	NOUN	inan,neut,sing,accs
время	время	NOUN	inan,neut,sing,nomn
проходит	проходить	VERB	impf,tran,sing,3per,pres,indc
проходит	проходить	VERB	perf,intr,sing,3per,futr,indc
ожесточённая	ожесточённый	ADJF	Qual,femn,sing,nomn
ожесточённая	ожесточить	PRTF	perf,tran,past,pssv,femn,sing,nomn
перестрелка	перестрелка	NOUN	inan,femn,sing,nomn
между	между	PREP	
израильскими	израильский	ADJF	plur,ablt
военнослужащими	военнослужащий	ADJF	plur,ablt
военнослужащими	военнослужащий	NOUN	anim,masc,plur,ablt
и	и	CONJ	
палестинцами	палестинец	NOUN	anim,masc,plur,ablt
.	.	PNCT	
склады	склад	NOUN	inan,masc,plur,accs
склады	склад	NOUN	inan,masc,plur,nomn
крупнейшей	крупный	ADJF	Supr,Qual,femn,sing,ablt
крупнейшей	крупный	ADJF	Supr,Qual,femn,sing,gent
крупнейшей	крупный	ADJF	Supr,Qual,femn,sing,datv
крупнейшей	крупный	ADJF	Supr,Qual,femn,sing,loct
в	в	PREP	
благовещенске	благовещенск	NOUN	inan,masc,Geox,sing,loct
торговой	торговый	ADJF	femn,sing,gent
торговой	торговый	ADJF	femn,sing,datv
торговой	торговый	ADJF	femn,sing,ablt
торговой	торговый	ADJF	femn,sing,loct
сети	сеть	NOUN	inan,femn,sing,gent
сети	сеть	NOUN	inan,femn,sing,datv
сети	сеть	NOUN	inan,femn,sing,loct
сети	сеть	NOUN	inan,femn,sing,loc2
сети	сеть	NOUN	inan,femn,plur,nomn
сети	сеть	NOUN	inan,femn,plur,accs
``	``	UNKN	
домострой	домострой	NOUN	inan,masc,sing,nomn
домострой	домострой	NOUN	inan,masc,sing,accs
''	''	PNCT	
почти	почти	ADVB	
почти	почти	PRCL	
почти	почесть	VERB	perf,tran,sing,impr,excl
почти	почтить	VERB	perf,tran,sing,impr,excl
полностью	полностью	ADVB	
сгорели	сгореть	VERB	perf,intr,plur,past,indc
в	в	PREP	
субботу	суббота	NOUN	inan,femn,sing,accs
.	.	PNCT	
президентом	президент	NOUN	anim,masc,sing,ablt
может	мочь	VERB	impf,intr,sing,3per,pres,indc
может	может	CONJ	Prnt
быть	быть	INFN	impf,intr
избран	избранный	ADJS	Qual,masc,sing
избран	избрать	PRTS	perf,past,pssv,masc,sing
любой	люба	NOUN	anim,femn,Name,sing,ablt
любой	любая	NPRO	femn,sing,gent
любой	любая	NPRO	femn,sing,datv
любой	любая	NPRO	femn,sing,ablt
любой	любая	NPRO	femn,sing,loct
любой	любой	NPRO	masc,sing,nomn
любой	любой	NPRO	masc,inan,sing,accs
любой	любой	ADJF	Apro,masc,sing,nomn
любой	любой	ADJF	Apro,inan,masc,sing,accs
любой	любой	ADJF	Apro,femn,sing,gent
любой	любой	ADJF	Apro,femn,sing,datv
любой	любой	ADJF	Apro,femn,sing,ablt
любой	любой	ADJF	Apro,femn,sing,loct
гражданин	гражданин	NOUN	anim,masc,sing,nomn
нагорно-карабахской	нагорно-карабахский	ADJF	femn,sing,gent
нагорно-карабахской	нагорно-карабахский	ADJF	femn,sing,datv
нагорно-карабахской	нагорно-карабахский	ADJF	femn,sing,ablt
нагорно-карабахской	нагорно-карабахский	ADJF	femn,sing,loct
республики	республика	NOUN	inan,femn,sing,gent
,	,	PNCT	
достигший	достигнуть	PRTF	perf,tran,past,actv,masc,sing,nomn
достигший	достигнуть	PRTF	perf,tran,past,actv,inan,masc,sing,accs
35	35	NUMB	intg
лет	год	NOUN	inan,masc,plur,gent
,	,	PNCT	
обладающий	обладать	PRTF	impf,intr,pres,actv,masc,sing,nomn
обладающий	обладать	PRTF	impf,intr,pres,actv,inan,masc,sing,accs
избирательным	избирательный	ADJF	Qual,plur,datv
избирательным	избирательный	ADJF	Qual,masc,sing,ablt
избирательным	избирательный	ADJF	Qual,neut,sing,ablt
правом	право	NOUN	inan,neut,sing,ablt
правом	правый	NOUN	anim,masc,sing,loct
правом	правый	ADJF	Qual,masc,sing,loct
правом	правый	ADJF	Qual,neut,sing,loct
и	и	CONJ	
постоянно	постоянно	ADVB	
или	или	CONJ	
преимущественно	преимущественно	ADVB	
преимущественно	преимущественный	ADJS	neut,sing
проживающий	проживать	PRTF	impf,intr,pres,actv,masc,sing,nomn
проживающий	проживать	PRTF	impf,intr,pres,actv,inan,masc,sing,accs
проживающий	проживать	PRTF	impf,tran,pres,actv,masc,sing,nomn
проживающий	проживать	PRTF	impf,tran,pres,actv,inan,masc,sing,accs
в	в	PREP	
нкр	нкр	NOUN	inan,femn,Sgtm,Fixd,Geox,sing,nomn
нкр	нкр	NOUN	inan,femn,Sgtm,Fixd,Geox,sing,gent
нкр	нкр	NOUN	inan,femn,Sgtm,Fixd,Geox,sing,datv
нкр	нкр	NOUN	inan,femn,Sgtm,Fixd,Geox,sing,accs
нкр	нкр	NOUN	inan,femn,Sgtm,Fixd,Geox,sing,ablt
нкр	нкр	NOUN	inan,femn,Sgtm,Fixd,Geox,sing,loct
в	в	PREP	
течение	течение	NOUN	inan,neut,sing,accs
течение	течение	NOUN	inan,neut,sing,nomn
последних	последний	ADJF	plur,gent
последних	последний	ADJF	plur,loct
последних	последний	ADJF	anim,plur,accs
10	10	NUMB	intg
лет	год	NOUN	inan,masc,plur,gent
.	.	PNCT	
для	для	PREP	
охраны	охрана	NOUN	inan,femn,sing,gent
задействованы	задействовать	PRTS	perf,past,pssv,plur
офицеры	офицер	NOUN	anim,masc,plur,nomn
национальной	национальный	ADJF	femn,sing,gent
национальной	национальный	ADJF	femn,sing,loct
национальной	национальный	ADJF	femn,sing,datv
национальной	национальный	ADJF	femn,sing,ablt
гвардии	гвардия	NOUN	inan,femn,sing,gent
гвардии	гвардия	NOUN	inan,femn,sing,datv
гвардии	гвардия	NOUN	inan,femn,sing,loct
гвардии	гвардия	NOUN	inan,femn,plur,nomn
гвардии	гвардия	NOUN	inan,femn,plur,accs
,	,	PNCT	
представители	представитель	NOUN	anim,masc,plur,nomn
служб	служба	NOUN	inan,femn,plur,gent
безопасности	безопасность	NOUN	inan,femn,sing,gent
безопасности	безопасность	NOUN	inan,femn,sing,loct
безопасности	безопасность	NOUN	inan,femn,sing,datv
безопасности	безопасность	NOUN	inan,femn,plur,nomn
безопасности	безопасность	NOUN	inan,femn,plur,accs
и	и	CONJ	
ввс	ввс	NOUN	inan,GNdr,Pltm,Fixd,Orgn,plur,gent
ввс	ввс	NOUN	inan,GNdr,Pltm,Fixd,Orgn,plur,nomn
ввс	ввс	NOUN	inan,GNdr,Pltm,Fixd,Orgn,plur,datv
ввс	ввс	NOUN	inan,GNdr,Pltm,Fixd,Orgn,plur,accs
ввс	ввс	NOUN	inan,GNdr,Pltm,Fixd,Orgn,plur,ablt
ввс	ввс	NOUN	inan,GNdr,Pltm,Fixd,Orgn,plur,loct
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,gent
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,loct
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,nomn
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,accs
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,ablt
сша	сша	NOUN	inan,GNdr,Pltm,Fixd,Geox,plur,datv
.	.	PNCT	
индекс	индекс	NOUN	inan,masc,sing,accs
индекс	индекс	NOUN	inan,masc,sing,nomn
``	``	UNKN	
нового	новое	NOUN	inan,neut,sing,gent
нового	новый	ADJF	Qual,masc,sing,gent
нового	новый	ADJF	Qual,neut,sing,gent
нового	новый	ADJF	Qual,anim,masc,sing,accs
рынка	рынок	NOUN	inan,masc,sing,gent
''	''	PNCT	
сопротивлялся	сопротивляться	VERB	impf,intr,masc,sing,past,indc
больше	большой	COMP	Qual
больше	больше	ADVB	
.	.	PNCT	
потоки	поток	NOUN	inan,masc,plur,accs
потоки	поток	NOUN	inan,masc,plur,nomn
дождя	дождь	NOUN	inan,masc,sing,gent
обрушились	обрушиться	VERB	perf,intr,plur,past,indc
в	в	PREP	
воскресенье	воскресение	NOUN	inan,neut,sing,nomn,V-be
воскресенье	воскресение	NOUN	inan,neut,sing,accs,V-be
воскресенье	воскресение	NOUN	inan,neut,sing,loct,V-be
